latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.21265,9.226619,243.0,7200,Europe/Berlin,GMT+2

time,snowfall_sum (cm),precipitation_sum (mm),weather_code (wmo code),precipitation_hours (h),cloud_cover_mean (%),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),wind_speed_10m_mean (km/h),shortwave_radiation_sum (MJ/m²),soil_temperature_0_to_100cm_mean (°C),sunshine_duration (s),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
2006-02-12,0.00,0.00,3,0.0,81,0.53,0.371,6.8,4.88,0.9,18883.30,1.8,-3.7,79,-1.0
2006-02-13,0.00,0.00,3,0.0,42,0.71,0.370,9.3,7.33,0.9,31482.94,1.7,-6.6,75,-2.9
2006-02-14,0.00,0.00,3,0.0,79,0.54,0.370,11.3,5.48,0.9,23597.43,2.7,-4.9,86,-0.7
2006-02-15,0.00,4.50,55,8.0,97,0.19,0.374,18.3,1.62,0.9,0.00,4.4,1.7,98,3.0
2006-02-16,0.00,3.20,53,13.0,95,0.38,0.383,11.6,2.67,1.0,10384.53,7.2,3.7,94,4.7
2006-02-17,0.42,6.20,73,14.0,97,0.70,0.389,15.1,5.55,1.0,16995.37,5.9,2.2,88,3.7
2006-02-18,0.00,2.50,51,9.0,90,0.37,0.391,15.7,3.91,1.1,7496.29,5.1,1.6,93,3.0
2006-02-19,0.00,0.60,51,3.0,99,0.76,0.392,9.9,5.50,1.2,18230.71,7.1,2.6,84,3.9
2006-02-20,4.62,8.10,73,15.0,100,0.23,0.392,14.3,1.86,1.2,0.00,2.4,0.8,95,1.6
2006-02-21,1.19,1.60,71,10.0,96,0.52,0.392,13.7,4.13,1.2,1125.28,3.4,0.2,89,1.4
2006-02-22,0.14,0.00,71,0.0,95,0.53,0.391,13.2,3.59,1.2,459.70,0.7,-1.4,81,-0.0
2006-02-23,0.42,0.20,71,2.0,94,0.71,0.390,8.7,5.58,1.2,16433.83,0.1,-2.7,71,-1.4
2006-02-24,0.00,0.00,3,0.0,51,1.02,0.389,19.0,9.60,1.2,33197.29,1.9,-3.3,73,-1.2
2006-02-25,0.00,0.00,3,0.0,70,1.03,0.387,17.5,10.08,1.2,32839.69,0.9,-4.2,73,-2.3
2006-02-26,0.42,0.20,71,2.0,80,0.75,0.386,12.6,5.50,1.1,12828.35,0.7,-4.5,71,-2.4
2006-02-27,0.21,0.10,71,1.0,84,0.72,0.385,7.7,7.08,1.1,22631.21,1.3,-5.2,74,-2.4
2006-02-28,2.10,3.00,73,14.0,98,0.51,0.384,15.3,4.89,1.1,4946.21,1.6,-3.1,86,-0.5
2006-03-01,2.03,2.30,73,8.0,94,0.75,0.383,17.2,7.98,1.1,21575.08,0.1,-3.4,81,-1.6
2006-03-02,0.35,0.10,71,1.0,33,1.04,0.382,17.0,11.88,1.1,35180.45,0.2,-4.7,74,-2.9
2006-03-03,0.63,0.60,71,5.0,87,0.69,0.381,9.6,7.11,1.0,14009.61,1.4,-6.2,82,-2.4
2006-03-04,0.00,0.00,3,0.0,47,0.96,0.380,10.3,10.95,1.0,35411.77,0.9,-6.2,77,-3.3
2006-03-05,0.84,1.00,73,5.0,58,0.86,0.379,16.2,9.48,1.0,31453.43,1.6,-6.1,79,-2.1
2006-03-06,1.12,1.40,73,9.0,81,0.80,0.379,16.0,8.48,1.0,26932.01,1.8,-1.0,83,0.1
2006-03-07,0.49,0.50,71,3.0,70,0.87,0.378,13.3,7.95,1.0,23710.57,1.1,-2.8,74,-0.9
2006-03-08,3.50,5.90,73,11.0,85,0.55,0.377,15.8,5.20,1.0,10503.44,0.8,-8.1,83,-2.9
2006-03-09,0.07,9.60,71,24.0,100,0.26,0.387,8.8,1.38,1.0,0.00,5.6,0.7,99,3.7
2006-03-10,0.07,3.30,71,11.0,83,0.94,0.399,13.2,8.91,1.0,27555.33,6.1,0.1,88,3.7
2006-03-11,2.80,4.00,73,15.0,93,0.53,0.402,13.1,3.72,1.0,147.19,2.7,-4.5,87,-0.8
2006-03-12,0.63,0.70,71,4.0,71,1.08,0.400,14.7,11.56,1.0,30808.57,-1.8,-8.8,66,-5.0
2006-03-13,0.00,0.00,3,0.0,61,0.89,0.399,9.8,10.02,0.9,34540.80,-1.5,-9.6,71,-5.4
2006-03-14,0.00,0.00,3,0.0,62,1.26,0.397,11.7,14.64,0.9,38490.25,1.2,-10.5,72,-4.2
2006-03-15,0.00,0.00,3,0.0,89,0.93,0.395,12.0,10.20,0.9,29643.61,1.7,-8.4,81,-3.0
2006-03-16,0.21,0.10,71,1.0,96,0.71,0.394,10.1,5.31,0.9,2593.20,1.8,-2.4,78,-0.6
2006-03-17,0.00,0.00,3,0.0,92,0.61,0.393,10.5,4.65,0.9,1745.98,1.4,-2.8,84,-0.4
2006-03-18,0.00,0.00,3,0.0,95,0.82,0.392,8.0,7.86,0.9,9096.37,2.9,-1.6,85,0.4
2006-03-19,0.00,0.00,3,0.0,36,1.58,0.392,5.2,14.75,0.9,39570.23,8.3,-2.3,84,1.6
2006-03-20,0.00,0.00,3,0.0,82,1.32,0.392,6.8,10.66,1.0,27372.69,8.9,-1.2,83,2.9
2006-03-21,0.00,0.00,3,0.0,73,1.15,0.392,7.0,10.38,1.0,23932.53,3.5,-3.3,78,0.3
2006-03-22,0.00,0.00,3,0.0,78,1.54,0.391,7.8,13.85,1.0,36989.97,4.4,-1.8,66,1.0
2006-03-23,0.00,0.00,3,0.0,25,1.81,0.389,8.9,16.61,1.0,39695.92,5.7,-3.6,66,0.6
2006-03-24,0.00,2.50,53,7.0,89,1.47,0.389,15.6,11.16,1.0,25200.00,7.3,-1.2,73,3.0
2006-03-25,0.00,6.00,55,15.0,87,0.78,0.392,12.7,5.30,1.3,8795.76,11.4,5.0,92,7.9
2006-03-26,0.00,5.60,55,13.0,86,1.10,0.395,15.9,6.86,2.0,19830.19,14.9,8.2,90,11.2
2006-03-27,0.00,10.50,63,13.0,69,1.97,0.396,16.8,11.79,3.1,38532.34,17.4,10.6,83,13.1
2006-03-28,0.00,0.60,51,2.0,80,1.84,0.396,15.8,12.11,3.5,40279.11,12.1,6.9,75,9.7
2006-03-29,0.00,2.20,51,11.0,72,1.22,0.394,15.6,10.31,3.5,33575.14,9.6,4.4,85,6.7
2006-03-30,0.00,5.30,61,8.0,93,0.84,0.396,19.0,5.35,3.6,7065.56,12.8,4.0,90,8.1
2006-03-31,0.00,10.20,61,18.0,75,1.34,0.401,22.1,8.22,4.4,26529.76,12.6,9.1,84,10.5
2006-04-01,0.00,4.30,53,12.0,65,1.36,0.402,15.9,10.74,4.8,28998.10,12.9,6.4,87,9.2
2006-04-02,0.00,3.50,61,4.0,53,1.41,0.402,15.9,11.26,5.0,33159.97,13.2,4.1,87,8.1
2006-04-03,0.00,3.00,53,8.0,57,1.32,0.402,18.2,9.47,5.0,26147.34,8.9,2.4,79,6.4
2006-04-04,0.00,2.10,53,9.0,59,1.68,0.400,12.3,15.61,4.7,40977.72,7.8,0.9,80,3.9
2006-04-05,0.00,0.00,3,0.0,59,1.85,0.398,10.4,16.12,4.4,42662.55,6.4,-1.5,71,2.4
2006-04-06,0.00,0.00,3,0.0,78,1.64,0.395,11.1,12.06,4.1,29577.91,8.3,-1.6,71,3.3
2006-04-07,0.00,0.10,51,1.0,67,2.55,0.392,11.1,18.28,4.3,44108.61,11.4,0.6,62,5.7
2006-04-08,0.00,0.50,51,2.0,66,2.55,0.389,16.0,16.33,4.4,41760.26,11.4,0.7,63,6.4
2006-04-09,0.00,0.60,51,3.0,53,2.29,0.387,12.6,18.77,4.7,42621.89,9.8,3.2,71,6.0
2006-04-10,0.00,0.00,3,0.0,92,1.63,0.384,10.3,10.98,4.6,13985.35,7.7,1.5,69,4.7
2006-04-11,0.00,0.00,3,0.0,77,1.63,0.382,9.7,12.19,4.5,29022.46,6.5,0.0,68,3.5
2006-04-12,0.00,5.20,53,17.0,84,1.30,0.381,13.4,10.21,4.6,20225.62,8.9,2.3,82,5.0
2006-04-13,0.00,5.70,61,12.0,85,0.93,0.382,17.7,6.94,4.6,17145.33,8.8,1.7,89,5.6
2006-04-14,0.00,2.20,53,8.0,49,2.03,0.387,18.3,16.97,5.1,45361.94,11.0,5.8,81,8.5
2006-04-15,0.00,0.80,51,2.0,81,2.44,0.386,10.1,17.58,5.3,35227.18,14.9,2.8,81,8.6
2006-04-16,0.00,4.90,53,16.0,82,0.73,0.386,17.5,4.59,5.8,6273.02,10.8,7.4,91,9.7
2006-04-17,0.00,3.30,55,9.0,60,2.00,0.387,11.1,14.67,6.1,38004.04,13.6,6.2,84,9.5
2006-04-18,0.00,0.70,53,1.0,38,2.60,0.386,11.9,19.36,6.2,46236.52,13.0,3.0,76,8.2
2006-04-19,0.00,0.10,51,1.0,65,2.13,0.384,7.7,13.68,6.3,33773.46,13.5,3.2,74,8.8
2006-04-20,0.00,0.00,3,0.0,64,2.51,0.382,7.2,15.95,6.5,39110.77,15.0,4.2,71,9.9
2006-04-21,0.00,0.00,3,0.0,99,2.97,0.379,5.8,17.44,7.0,41201.51,18.5,7.1,66,12.7
2006-04-22,0.00,6.20,53,18.0,86,2.15,0.378,9.4,15.81,7.4,41826.21,13.2,6.5,84,10.1
2006-04-23,0.00,3.50,51,14.0,93,1.14,0.378,7.8,7.05,7.3,10203.72,11.7,5.0,88,8.7
2006-04-24,0.00,0.00,3,0.0,64,2.88,0.377,5.5,18.79,7.5,37991.42,16.8,4.9,80,10.7
2006-04-25,0.00,0.10,51,1.0,18,3.64,0.374,7.3,21.96,8.1,47291.14,20.5,6.2,73,13.7
2006-04-26,0.00,2.50,53,6.0,64,2.37,0.372,9.1,15.22,8.6,40958.60,16.5,8.5,80,13.5
2006-04-27,0.00,0.10,51,1.0,79,1.39,0.371,11.9,7.67,8.8,4957.20,13.4,10.1,85,11.8
2006-04-28,0.00,1.20,53,5.0,69,1.37,0.370,10.5,8.46,8.5,20538.15,10.2,5.7,79,8.2
2006-04-29,0.28,5.90,71,14.0,87,1.57,0.370,12.6,14.24,8.0,24713.61,8.3,2.5,86,5.1
2006-04-30,0.00,2.70,55,6.0,89,1.82,0.372,10.1,16.30,7.6,42925.36,8.4,2.7,84,5.1
2006-05-01,0.00,1.00,51,5.0,70,2.61,0.373,12.5,19.77,7.5,36165.82,12.8,1.8,77,7.3
2006-05-02,0.00,0.20,51,1.0,65,2.39,0.372,10.4,15.51,7.9,42471.27,15.6,6.1,77,11.0
2006-05-03,0.00,0.00,3,0.0,47,4.21,0.369,8.6,24.55,8.4,48761.98,22.0,6.5,67,14.7
2006-05-04,0.00,0.00,3,0.0,74,4.37,0.365,14.6,23.08,9.1,46341.22,21.1,8.6,65,15.7
2006-05-05,0.00,0.00,0,0.0,2,4.50,0.361,14.9,25.56,9.7,49257.59,19.9,9.2,62,15.2
2006-05-06,0.00,0.70,51,2.0,3,4.83,0.358,14.1,24.88,10.0,49457.33,19.8,8.2,52,14.9
2006-05-07,0.00,0.00,1,0.0,7,5.09,0.353,16.3,25.65,10.3,49664.05,20.2,8.3,50,15.1
2006-05-08,0.00,0.00,1,0.0,4,4.98,0.349,14.4,25.24,10.6,49878.05,20.1,8.6,52,15.4
2006-05-09,0.00,0.00,2,0.0,19,4.65,0.345,13.1,24.34,10.9,49561.90,20.6,9.6,55,15.5
2006-05-10,0.00,0.00,1,0.0,2,4.65,0.342,9.8,26.71,11.1,50326.86,19.7,9.0,56,15.1
2006-05-11,0.00,0.00,0,0.0,0,4.60,0.338,6.8,26.69,11.3,50560.69,20.6,8.2,57,15.2
2006-05-12,0.00,0.60,53,1.0,16,4.71,0.334,7.8,24.65,11.4,50550.93,22.1,11.6,52,17.1
2006-05-13,0.00,2.10,53,7.0,98,2.89,0.333,10.1,17.26,11.6,20075.19,18.9,11.5,76,14.3
2006-05-14,0.00,0.30,51,1.0,70,2.08,0.336,10.6,13.87,11.4,32987.89,15.1,9.6,84,12.3
2006-05-15,0.00,0.00,3,0.0,99,2.68,0.336,8.6,15.16,11.2,22848.93,18.3,6.9,73,13.2
2006-05-16,0.00,0.50,51,2.0,76,4.16,0.334,13.7,23.84,11.7,46973.89,20.6,12.7,69,16.5
2006-05-17,0.00,2.00,53,6.0,94,2.56,0.333,4.7,15.88,11.8,35493.03,17.7,11.3,80,14.5
2006-05-18,0.00,7.50,61,8.0,74,2.30,0.334,15.4,12.11,11.9,26557.48,18.3,12.7,79,15.1
2006-05-19,0.00,5.60,53,15.0,74,2.12,0.336,20.7,13.21,11.7,35306.18,14.9,11.2,81,12.7
2006-05-20,0.00,7.20,61,11.0,85,1.49,0.338,23.4,8.36,11.3,20207.42,12.8,9.4,83,10.9
2006-05-21,0.00,3.30,61,6.0,84,2.82,0.342,20.2,12.38,11.1,24961.43,16.0,9.8,69,12.8
2006-05-22,0.00,5.00,61,8.0,62,2.52,0.343,19.2,13.52,11.3,38227.31,17.4,11.5,77,14.2
2006-05-23,0.00,5.60,61,9.0,50,3.15,0.345,20.8,20.93,11.3,46305.62,13.4,8.4,71,11.6
2006-05-24,0.00,2.50,61,7.0,54,3.23,0.344,17.1,21.76,10.9,51343.14,14.5,5.4,71,10.2
2006-05-25,0.00,6.20,55,15.0,94,1.38,0.346,15.9,7.99,10.7,6770.61,11.8,8.4,85,10.0
2006-05-26,0.00,13.50,63,10.0,99,1.55,0.349,11.4,10.68,10.5,20683.07,13.5,6.4,89,10.8
2006-05-27,0.00,10.40,61,14.0,100,1.12,0.358,17.1,5.97,10.8,887.18,15.2,12.5,91,13.8
2006-05-28,0.00,2.90,53,8.0,56,3.27,0.364,22.8,20.95,11.0,47734.63,15.2,10.1,74,13.2
2006-05-29,0.00,4.10,55,9.0,95,2.24,0.363,12.1,14.72,10.8,20370.67,13.1,6.7,78,10.0
2006-05-30,0.00,5.40,55,17.0,87,2.40,0.364,16.7,19.16,10.4,39383.93,11.2,5.5,78,8.0
2006-05-31,0.00,1.90,53,6.0,84,2.17,0.364,17.9,15.35,10.0,36298.70,12.4,4.1,78,8.3
2006-06-01,0.00,8.80,61,16.0,86,2.13,0.364,17.9,16.91,9.9,36487.42,11.0,5.7,81,8.1
2006-06-02,0.00,0.10,51,1.0,77,2.50,0.365,8.5,15.52,9.9,27538.28,14.1,6.8,74,10.5
2006-06-03,0.00,0.50,51,3.0,83,1.62,0.363,8.0,8.65,10.0,13384.11,14.1,6.6,79,11.3
2006-06-04,0.00,0.00,3,0.0,79,2.36,0.361,15.7,14.61,10.1,25781.81,12.2,7.4,73,10.3
2006-06-05,0.00,0.10,51,1.0,69,2.22,0.358,11.2,13.76,9.9,24044.12,12.3,4.1,72,8.9
2006-06-06,0.00,0.00,3,0.0,62,2.43,0.356,10.2,16.51,9.9,28101.08,14.4,6.1,78,10.4
2006-06-07,0.00,0.00,3,0.0,35,3.36,0.354,3.7,21.21,10.2,53734.04,17.1,5.7,71,12.5
2006-06-08,0.00,0.00,3,0.0,52,3.87,0.351,5.1,21.97,10.8,47312.33,19.8,11.3,61,16.0
2006-06-09,0.00,0.00,3,0.0,58,4.57,0.347,4.3,26.21,11.3,53823.17,21.9,10.8,66,16.9
2006-06-10,0.00,0.00,2,0.0,21,5.09,0.343,6.0,27.90,11.9,53864.18,23.5,12.8,63,18.7
2006-06-11,0.00,0.00,0,0.0,0,5.26,0.339,11.0,28.82,12.5,53957.85,23.0,10.8,62,17.8
2006-06-12,0.00,0.00,0,0.0,0,5.52,0.335,10.8,28.47,13.0,53993.51,25.7,11.4,63,19.3
2006-06-13,0.00,0.00,0,0.0,0,5.55,0.330,7.1,28.46,13.6,54026.47,27.1,14.6,63,21.8
2006-06-14,0.00,0.10,51,1.0,36,5.13,0.326,7.9,24.51,14.3,53245.61,27.7,16.9,63,22.5
2006-06-15,0.00,1.70,53,5.0,93,3.27,0.324,7.2,16.63,14.8,28735.48,26.0,16.3,81,20.7
2006-06-16,0.00,6.90,61,10.0,91,1.29,0.326,9.0,6.01,14.6,3333.27,17.9,14.1,88,15.7
2006-06-17,0.00,0.00,3,0.0,50,2.61,0.325,8.3,13.72,14.2,26366.25,19.0,9.4,73,14.9
2006-06-18,0.00,0.00,3,0.0,52,4.77,0.322,6.7,26.05,14.3,54054.54,24.9,10.3,71,18.4
2006-06-19,0.00,11.40,63,8.0,46,3.82,0.320,9.8,20.15,15.0,49455.17,25.5,16.2,78,20.8
2006-06-20,0.00,1.00,51,6.0,71,3.41,0.320,6.7,17.71,15.4,40337.53,24.8,16.3,80,20.4
2006-06-21,0.00,4.50,61,11.0,76,3.95,0.318,12.6,19.55,15.7,47477.59,23.3,17.4,73,20.2
2006-06-22,0.00,0.00,3,0.0,70,3.15,0.316,13.7,13.99,15.5,24850.10,17.8,14.4,65,16.4
2006-06-23,0.00,0.00,3,0.0,64,3.27,0.313,5.5,18.82,15.1,44702.80,18.9,10.7,65,15.5
2006-06-24,0.00,0.00,3,0.0,65,4.64,0.310,6.9,25.71,15.2,50016.48,23.9,10.7,68,18.0
2006-06-25,0.00,3.80,63,2.0,53,5.08,0.307,8.5,24.96,15.8,50400.00,28.7,14.7,71,21.8
2006-06-26,0.00,0.10,51,1.0,58,4.03,0.308,15.0,20.56,16.3,49548.74,23.7,18.2,76,20.5
2006-06-27,0.00,1.90,55,3.0,60,3.54,0.306,9.3,18.69,16.3,47541.47,22.9,14.2,75,18.6
2006-06-28,0.00,0.00,3,0.0,82,2.79,0.306,6.5,15.22,16.0,37170.62,20.3,13.7,75,16.7
2006-06-29,0.00,1.10,51,6.0,60,3.49,0.305,8.9,18.71,15.9,48226.49,21.9,13.9,75,17.9
2006-06-30,0.00,0.00,1,0.0,20,4.76,0.302,6.8,25.98,16.1,54000.00,23.6,12.6,66,18.8
2006-07-01,0.00,0.00,0,0.0,2,5.21,0.298,7.8,28.31,16.3,54000.00,24.8,12.7,67,19.4
2006-07-02,0.00,0.00,0,0.0,0,5.90,0.295,11.6,28.84,16.6,54000.00,25.0,14.0,57,20.5
2006-07-03,0.00,0.00,0,0.0,0,6.13,0.291,12.1,29.20,16.9,54000.00,25.9,13.6,53,20.8
2006-07-04,0.00,0.00,1,0.0,7,5.74,0.287,9.1,27.15,17.3,54000.00,28.2,15.2,59,22.6
2006-07-05,0.00,3.90,61,2.0,32,5.05,0.285,7.7,23.77,17.8,51441.11,30.2,17.6,66,23.7
2006-07-06,0.00,1.10,53,4.0,76,3.46,0.285,4.9,17.72,17.9,39406.04,26.2,17.7,77,21.7
2006-07-07,0.00,8.00,63,11.0,88,2.95,0.287,7.2,15.80,17.9,29219.27,24.3,15.6,87,19.8
2006-07-08,0.00,5.20,61,7.0,53,3.39,0.293,7.3,18.86,17.7,48897.82,23.3,15.5,82,19.5
2006-07-09,0.00,0.10,51,1.0,49,4.33,0.293,10.6,20.58,17.7,50296.87,25.7,14.1,71,20.7
2006-07-10,0.00,0.00,3,0.0,60,3.57,0.290,8.6,17.47,17.9,49383.04,23.1,17.3,67,20.6
2006-07-11,0.00,2.20,61,2.0,34,4.80,0.287,7.9,23.17,18.1,52521.84,28.5,16.0,70,22.1
2006-07-12,0.00,0.90,51,6.0,73,3.04,0.286,8.2,15.18,18.3,35782.29,25.2,17.6,78,21.2
2006-07-13,0.00,0.30,51,2.0,38,4.92,0.285,7.1,23.82,18.5,53712.75,28.7,18.0,72,23.1
2006-07-14,0.00,0.00,3,0.0,27,5.01,0.282,14.5,25.30,18.5,48212.48,21.8,15.2,60,18.7
2006-07-15,0.00,0.00,1,0.0,8,5.33,0.279,10.2,28.17,18.1,53490.63,23.4,12.8,57,18.4
2006-07-16,0.00,0.00,0,0.0,1,5.51,0.276,11.2,27.68,18.1,53373.63,24.4,13.5,56,19.3
2006-07-17,0.00,0.00,0,0.0,0,5.45,0.273,6.7,27.77,18.2,53252.88,26.8,13.5,55,20.8
2006-07-18,0.00,0.00,2,0.0,20,5.57,0.270,3.8,27.72,18.6,53128.52,29.9,18.5,50,24.4
2006-07-19,0.00,0.00,0,0.0,1,6.13,0.266,6.1,27.63,19.1,53000.75,32.0,19.3,47,26.0
2006-07-20,0.00,1.90,55,2.0,42,5.81,0.263,9.0,21.64,19.6,50998.13,32.4,20.3,46,26.8
2006-07-21,0.00,0.00,1,0.0,15,5.35,0.260,7.2,23.94,19.9,52735.54,30.1,18.5,58,25.1
2006-07-22,0.00,0.30,51,1.0,53,5.00,0.258,7.4,21.24,20.1,47351.68,31.5,18.5,59,25.2
2006-07-23,0.00,7.60,63,7.0,60,4.05,0.260,5.7,19.93,20.3,44415.85,27.8,19.2,76,23.4
2006-07-24,0.00,0.00,2,0.0,22,4.28,0.261,6.8,21.00,20.1,52315.85,26.8,17.3,72,22.7
2006-07-25,0.00,0.00,3,0.0,48,4.99,0.259,7.7,21.55,20.4,50398.58,29.7,19.0,58,24.7
2006-07-26,0.00,0.60,51,3.0,39,4.80,0.256,5.9,21.25,20.7,48721.88,31.9,18.8,59,25.7
2006-07-27,0.00,1.20,53,3.0,68,4.54,0.255,4.2,21.29,21.0,44254.68,32.2,22.3,63,26.1
2006-07-28,0.00,18.20,63,15.0,98,2.94,0.258,4.4,14.50,20.9,30836.40,26.8,20.3,83,22.7
2006-07-29,0.00,0.40,51,3.0,56,3.95,0.265,8.9,20.03,20.6,45323.95,25.5,18.2,77,21.7
2006-07-30,0.00,2.50,53,7.0,72,4.26,0.263,6.8,19.81,20.5,44756.79,27.6,17.3,68,22.6
2006-07-31,0.00,1.60,53,3.0,74,3.53,0.262,9.6,17.29,20.3,41343.14,23.6,16.8,70,20.0
2006-08-01,0.00,5.00,61,7.0,83,2.92,0.261,13.4,12.87,19.7,32923.87,21.8,14.7,71,18.1
2006-08-02,0.00,6.10,63,6.0,72,2.87,0.262,16.3,15.72,19.1,43837.40,20.0,13.6,77,15.9
2006-08-03,0.00,0.40,51,2.0,71,2.96,0.264,8.3,18.03,18.7,46926.02,19.5,11.3,79,15.4
2006-08-04,0.00,0.90,51,5.0,46,3.45,0.263,6.9,20.29,18.5,49097.09,21.5,11.3,78,16.6
2006-08-05,0.00,1.50,53,4.0,80,3.20,0.264,11.2,17.14,18.4,41701.80,21.9,12.9,79,17.4
2006-08-06,0.00,1.40,53,5.0,89,2.92,0.264,16.1,12.14,18.3,20760.72,21.5,15.2,73,18.4
2006-08-07,0.00,0.30,51,1.0,70,3.59,0.263,16.3,14.97,18.3,35949.44,23.0,14.4,67,18.9
2006-08-08,0.00,0.80,51,4.0,84,2.87,0.262,15.7,12.94,18.2,36549.44,19.4,14.8,72,17.1
2006-08-09,0.00,1.00,51,4.0,85,2.84,0.261,10.1,14.36,17.8,37655.00,19.9,12.8,71,16.1
2006-08-10,0.00,3.80,53,10.0,73,2.92,0.262,10.8,16.43,17.6,34575.70,18.0,12.5,75,15.0
2006-08-11,0.00,5.90,61,15.0,79,2.49,0.262,7.4,15.25,17.1,31393.68,16.9,10.7,80,13.5
2006-08-12,0.00,2.50,55,6.0,86,2.79,0.264,4.9,17.58,16.8,37433.22,17.6,10.0,80,13.6
2006-08-13,0.00,0.30,51,2.0,75,2.90,0.266,4.8,17.94,16.6,45203.61,18.5,9.6,75,14.0
2006-08-14,0.00,4.30,61,11.0,93,2.48,0.265,13.2,13.20,16.4,24506.93,17.7,10.5,77,14.3
2006-08-15,0.00,7.70,63,6.0,78,2.14,0.270,17.8,11.73,16.3,30227.59,18.8,12.1,82,15.4
2006-08-16,0.00,4.30,53,8.0,79,2.26,0.271,7.8,13.67,16.3,31281.75,20.1,11.9,86,15.7
2006-08-17,0.00,0.20,51,1.0,78,2.80,0.272,7.9,14.84,16.4,41647.39,22.9,11.6,81,17.5
2006-08-18,0.00,6.00,55,9.0,73,2.20,0.274,9.3,10.79,16.5,17926.61,21.2,15.3,78,17.8
2006-08-19,0.00,1.40,53,4.0,42,3.55,0.275,9.1,17.61,16.7,46800.00,24.0,14.3,67,19.1
2006-08-20,0.00,6.10,63,8.0,66,2.39,0.274,14.3,14.03,16.8,37712.96,19.1,14.5,83,16.8
2006-08-21,0.00,4.60,55,15.0,85,1.89,0.275,15.4,8.37,16.6,14370.66,18.4,13.7,80,15.8
2006-08-22,0.00,9.10,61,12.0,81,2.32,0.283,13.6,12.56,16.4,34780.54,18.4,13.2,82,15.4
2006-08-23,0.00,0.00,3,0.0,77,2.25,0.283,8.6,12.00,16.3,32641.52,19.5,11.4,74,15.6
2006-08-24,0.00,2.60,53,6.0,73,2.52,0.282,8.5,13.92,16.3,31877.57,21.1,13.2,77,16.1
2006-08-25,0.00,4.80,61,9.0,73,1.70,0.285,6.3,10.27,16.1,23791.85,16.8,12.2,87,14.1
2006-08-26,0.00,5.80,61,8.0,79,1.58,0.290,9.2,8.87,15.9,22645.99,19.1,11.0,88,14.6
2006-08-27,0.00,4.80,61,9.0,62,1.88,0.291,11.1,11.77,15.8,34454.77,18.6,11.1,89,14.2
2006-08-28,0.00,5.80,61,6.0,84,1.64,0.293,13.9,10.37,15.6,17512.92,15.9,11.5,87,13.2
2006-08-29,0.00,2.80,51,13.0,80,2.29,0.296,19.4,12.77,15.2,32286.23,15.6,10.7,76,12.5
2006-08-30,0.00,1.20,51,6.0,73,1.82,0.295,17.6,11.25,14.9,31227.03,15.9,9.1,84,12.2
2006-08-31,0.00,0.40,51,2.0,77,2.43,0.295,14.6,11.60,14.9,30970.66,18.0,9.8,74,13.9
2006-09-01,0.00,0.00,3,0.0,95,2.87,0.294,12.4,13.92,15.3,37847.83,22.2,13.0,72,17.5
2006-09-02,0.00,2.00,55,3.0,94,2.90,0.291,10.6,14.60,15.8,35196.45,23.6,14.8,75,18.8
2006-09-03,0.00,10.50,63,12.0,94,1.71,0.291,21.8,4.33,16.1,3213.81,20.7,17.3,81,18.8
2006-09-04,0.00,0.90,51,6.0,58,2.93,0.291,21.2,13.33,16.4,39837.52,21.0,16.8,76,18.8
2006-09-05,0.00,0.00,3,0.0,78,1.67,0.290,11.9,7.20,16.3,16561.78,20.1,12.9,80,16.9
2006-09-06,0.00,0.00,3,0.0,36,2.84,0.289,7.8,15.38,16.5,42515.17,24.8,13.2,83,18.7
2006-09-07,0.00,0.90,51,6.0,38,2.53,0.287,11.2,12.38,16.7,32766.17,24.7,13.3,82,17.9
2006-09-08,0.00,0.00,3,0.0,54,2.52,0.286,15.6,12.25,16.3,38407.99,17.5,11.1,70,13.9
2006-09-09,0.00,0.00,2,0.0,19,2.66,0.284,7.2,16.54,15.9,42368.88,18.5,7.6,76,13.3
2006-09-10,0.00,0.00,2,0.0,17,3.38,0.282,10.9,18.09,15.8,42168.68,23.1,8.1,70,15.7
2006-09-11,0.00,0.00,0,0.0,1,3.23,0.280,8.6,17.55,16.1,41900.09,25.0,11.7,74,18.1
2006-09-12,0.00,0.00,0,0.0,0,3.24,0.278,7.3,17.15,16.5,41735.77,26.0,13.7,73,19.6
2006-09-13,0.00,0.00,1,0.0,6,3.25,0.277,7.9,16.27,16.8,41600.42,26.1,13.4,69,19.6
2006-09-14,0.00,0.00,3,0.0,24,3.84,0.275,9.5,17.00,17.0,41390.60,26.1,14.6,61,20.1
2006-09-15,0.00,0.00,3,0.0,57,3.55,0.273,14.3,16.58,17.1,41218.57,24.0,14.1,68,19.1
2006-09-16,0.00,1.30,51,4.0,86,2.71,0.273,9.6,13.34,17.4,29558.26,24.4,15.5,74,19.9
2006-09-17,0.00,2.00,51,9.0,82,2.35,0.273,4.7,12.85,17.6,38566.66,23.7,16.2,80,19.6
2006-09-18,0.00,1.20,51,8.0,94,0.70,0.278,9.5,3.41,17.5,0.00,17.5,16.2,94,16.8
2006-09-19,0.00,0.80,51,4.0,83,1.81,0.278,11.9,7.94,17.2,17501.31,19.0,14.3,78,16.4
